scopeId,FAILURE_REASON,entityId,userId,createdOn,versionNumber,modifiedOn,cancelControl,submitterId,name,cancelRequested,objectId,status,canCancel,teamId,ci,spearman,team,f1,average_AUC,pearson,rmse
9614078,,syn17026014,1946958,1541794965883,1,1541795408784,"{""submissionId"":""9682587"",""userId"":""1946958"",""canCancel"":false,""cancelRequested"":false}",1946958,round_1_template_3.csv,false,9682587,SCORED,false,NA,0.5,NaN,Leon Huang,0.0,0.5,-0.0,1.2428
9614078,,syn17036619,3380306,1541834215820,1,1541834407092,"{""submissionId"":""9682609"",""userId"":""3380306"",""canCancel"":false,""cancelRequested"":false}",3380306,sss.csv,false,9682609,SCORED,false,NA,0.556,0.0806,LinZequan,0.3951,0.5468,0.1098,2.9071
9614078,,syn17036879,3380306,1541840334918,1,1541840406184,"{""submissionId"":""9682610"",""userId"":""3380306"",""canCancel"":false,""cancelRequested"":false}",3380306,sss(2).csv,false,9682610,SCORED,false,NA,0.5119,0.1555,LinZequan,0.063,0.5832,0.2043,1.5978
9614078,,syn17036894,3379179,1541845467341,1,1541845807680,"{""submissionId"":""9682611"",""userId"":""3379179"",""canCancel"":false,""cancelRequested"":false}",3379179,round_1_predictions.csv,false,9682611,SCORED,false,NA,0.5664,0.1129,aob23,0.3102,0.5632,0.133,1.3569
9614078,,syn17036899,3379179,1541873277661,1,1541873408100,"{""submissionId"":""9682612"",""userId"":""3379179"",""canCancel"":false,""cancelRequested"":false}",3379179,round_1_predictions_training_set_only.csv,false,9682612,SCORED,false,NA,0.507,-0.0506,aob23,0.2914,0.4816,-0.0061,1.7494
9614078,Error reading in submission file: Invalid file path or buffer object type: <type 'NoneType'>,syn17022662,3345606,1541908975198,1,1541909403556,"{""submissionId"":""9682631"",""userId"":""3345606"",""canCancel"":false,""cancelRequested"":false}",3379198,Kinase_Binding,false,9682631,INVALID,false,3379198,NA,NA,NA,NA,NA,NA,NA
9614078,Error reading in submission file: Invalid file path or buffer object type: <type 'NoneType'>,syn17037334,3345606,1541909613116,1,1541910002836,"{""submissionId"":""9682632"",""userId"":""3345606"",""canCancel"":false,""cancelRequested"":false}",3379198,kinase_binding,false,9682632,INVALID,false,3379198,NA,NA,NA,NA,NA,NA,NA
9614078,,syn17037335,3345606,1541910752006,1,1541911206909,"{""submissionId"":""9682633"",""userId"":""3345606"",""canCancel"":false,""cancelRequested"":false}",3379198,Topologicaltrain_SVR.csv,false,9682633,SCORED,false,3379198,0.5316,0.2933,Let_Data_Talk,0.0,0.6243,0.2527,9.9595
9614078,Submission file is missing column: UniProt_Id,syn17037364,1967407,1541964591339,1,1541964603246,"{""submissionId"":""9682638"",""userId"":""1967407"",""canCancel"":false,""cancelRequested"":false}",3343575,MCIC,false,9682638,INVALID,false,3343575,NA,NA,NA,NA,NA,NA,NA
9614078,Error reading in submission file: Invalid file path or buffer object type: <type 'NoneType'>,syn17037363,1967407,1541964785294,1,1541965202634,"{""submissionId"":""9682639"",""userId"":""1967407"",""canCancel"":false,""cancelRequested"":false}",3343575,MCIC,false,9682639,INVALID,false,3343575,NA,NA,NA,NA,NA,NA,NA
